name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
,9775,9775_AB,,,9429,31123, Outlying CBD_Bus Only,1,0.17121,1,30.0000,30.0000,1000.0000,212,190.0,12.0,"",0.0,"<LineString><coordinates>-111.922123,33.451235,0.0 -111.922218,33.448752,0.0</coordinates></LineString>","<LineString><coordinates>-111.922119,33.451235,0.0 -111.922214,33.448752,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9775,,,
,9775,9775_BA,,,31123,9429, Outlying CBD_Bus Only,1,0.17121,1,30.0000,30.0000,1000.0000,212,190.0,12.0,"",0.0,"<LineString><coordinates>-111.922210,33.448752,0.0 -111.922115,33.451235,0.0</coordinates></LineString>","<LineString><coordinates>-111.922214,33.448752,0.0 -111.922119,33.451235,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9775,,,
Scottsdale Rd,9777,9777_AB,,,9431,9554, Outlying CBD_Major Arterials ,1,0.16902,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926375,33.451223,0.0 -111.926429,33.448771,0.0</coordinates></LineString>","<LineString><coordinates>-111.926371,33.451223,0.0 -111.926425,33.448771,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9777,,,
Scottsdale Rd,9777,9777_BA,,,9554,9431, Outlying CBD_Major Arterials ,1,0.16902,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926421,33.448771,0.0 -111.926367,33.451223,0.0</coordinates></LineString>","<LineString><coordinates>-111.926425,33.448771,0.0 -111.926371,33.451223,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9777,,,
McKellips Rd,9778,9778_AB,,,9431,13953, Outlying CBD_Major Arterials ,1,0.15803,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926371,33.451227,0.0 -111.929106,33.451189,0.0</coordinates></LineString>","<LineString><coordinates>-111.926371,33.451223,0.0 -111.929106,33.451185,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9778,,,
McKellips Rd,9778,9778_BA,,,13953,9431, Outlying CBD_Major Arterials ,1,0.15803,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929106,33.451181,0.0 -111.926371,33.451219,0.0</coordinates></LineString>","<LineString><coordinates>-111.929106,33.451185,0.0 -111.926371,33.451223,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9778,,,
68th St,9787,9787_AB,,,9436,9555, Outlying CBD_Major Arterials ,1,0.26784,1,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935205,33.451096,0.0 -111.935146,33.447210,0.0</coordinates></LineString>","<LineString><coordinates>-111.935201,33.451096,0.0 -111.935142,33.447210,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9787,,,
68th St,9787,9787_BA,,,9555,9436, Outlying CBD_Major Arterials ,1,0.26784,1,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935138,33.447210,0.0 -111.935197,33.451096,0.0</coordinates></LineString>","<LineString><coordinates>-111.935142,33.447210,0.0 -111.935201,33.451096,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9787,,,
McKellips Rd,9788,9788_AB,,,9436,13953, Outlying CBD_Major Arterials ,1,0.35217,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935201,33.451092,0.0 -111.929106,33.451181,0.0</coordinates></LineString>","<LineString><coordinates>-111.935201,33.451096,0.0 -111.929106,33.451185,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9788,,,
McKellips Rd,9788,9788_BA,,,13953,9436, Outlying CBD_Major Arterials ,1,0.35217,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929106,33.451189,0.0 -111.935201,33.451100,0.0</coordinates></LineString>","<LineString><coordinates>-111.929106,33.451185,0.0 -111.935201,33.451096,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9788,,,
Loop 202 Frontage Road,37498,37498_AB,,,45727,9737, Outlying CBD_Collectors,1,0.06822,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.961407,33.438714,0.0 -111.962526,33.439030,0.0</coordinates></LineString>","<LineString><coordinates>-111.961407,33.438714,0.0 -111.962526,33.439030,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
52nd St,37493,37493_AB,,,48470,45043, Outlying CBD_Major Arterials ,1,0.16664,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.968275,33.451292,0.0 -111.968313,33.451640,0.0 -111.968395,33.451927,0.0 -111.968498,33.452168,0.0 -111.968648,33.452438,0.0 -111.969229,33.453556,0.0</coordinates></LineString>","<LineString><coordinates>-111.968275,33.451292,0.0 -111.968313,33.451640,0.0 -111.968395,33.451927,0.0 -111.968498,33.452168,0.0 -111.968648,33.452438,0.0 -111.969229,33.453556,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,37495,37495_AB,,,45037,9497, Outlying CBD_Unmetered Ramps,1,0.24578,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969735,33.450693,0.0 -111.969695,33.450504,0.0 -111.969695,33.449953,0.0 -111.969681,33.449575,0.0 -111.969606,33.449179,0.0 -111.969393,33.448387,0.0 -111.969276,33.447899,0.0 -111.969201,33.447515,0.0 -111.969180,33.447170,0.0</coordinates></LineString>","<LineString><coordinates>-111.969735,33.450693,0.0 -111.969695,33.450504,0.0 -111.969695,33.449953,0.0 -111.969681,33.449575,0.0 -111.969606,33.449179,0.0 -111.969393,33.448387,0.0 -111.969276,33.447899,0.0 -111.969201,33.447515,0.0 -111.969180,33.447170,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202 Frontage Road,37499,37499_AB,,,45730,12663, Outlying CBD_Collectors,1,0.23125,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960347,33.437107,0.0 -111.960058,33.437022,0.0 -111.958849,33.436789,0.0 -111.957727,33.436563,0.0 -111.956463,33.436303,0.0</coordinates></LineString>","<LineString><coordinates>-111.960347,33.437107,0.0 -111.960058,33.437022,0.0 -111.958849,33.436789,0.0 -111.957727,33.436563,0.0 -111.956463,33.436303,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Mill Ave,9806,9806_AB,,,9445,9511, Outlying CBD_Major Arterials ,1,0.28084,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.955815,33.450859,0.0 -111.955155,33.450689,0.0 -111.954564,33.450468,0.0 -111.953884,33.450215,0.0 -111.953230,33.449878,0.0 -111.952601,33.449404,0.0 -111.951936,33.448601,0.0</coordinates></LineString>","<LineString><coordinates>-111.955813,33.450863,0.0 -111.955153,33.450693,0.0 -111.954562,33.450472,0.0 -111.953882,33.450219,0.0 -111.953228,33.449882,0.0 -111.952599,33.449408,0.0 -111.951934,33.448605,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9806,,,
Mill Ave,9806,9806_BA,,,9511,9445, Outlying CBD_Major Arterials ,1,0.28084,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.951932,33.448609,0.0 -111.952597,33.449412,0.0 -111.953226,33.449886,0.0 -111.953880,33.450223,0.0 -111.954560,33.450476,0.0 -111.955151,33.450697,0.0 -111.955811,33.450867,0.0</coordinates></LineString>","<LineString><coordinates>-111.951934,33.448605,0.0 -111.952599,33.449408,0.0 -111.953228,33.449882,0.0 -111.953882,33.450219,0.0 -111.954562,33.450472,0.0 -111.955153,33.450693,0.0 -111.955813,33.450863,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9806,,,
Priest Dr,9807,9807_AB,,,9445,9544, Outlying CBD_Major Arterials ,1,0.14856,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.955817,33.450864,0.0 -111.955974,33.450288,0.0 -111.956101,33.449846,0.0 -111.956189,33.449526,0.0 -111.956199,33.449214,0.0 -111.956140,33.448747,0.0</coordinates></LineString>","<LineString><coordinates>-111.955813,33.450863,0.0 -111.955970,33.450287,0.0 -111.956097,33.449845,0.0 -111.956185,33.449525,0.0 -111.956195,33.449213,0.0 -111.956136,33.448746,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9807,,,
Priest Dr,9807,9807_BA,,,9544,9445, Outlying CBD_Major Arterials ,1,0.14856,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.956132,33.448745,0.0 -111.956191,33.449212,0.0 -111.956181,33.449524,0.0 -111.956093,33.449844,0.0 -111.955966,33.450286,0.0 -111.955809,33.450862,0.0</coordinates></LineString>","<LineString><coordinates>-111.956136,33.448746,0.0 -111.956195,33.449213,0.0 -111.956185,33.449525,0.0 -111.956097,33.449845,0.0 -111.955970,33.450287,0.0 -111.955813,33.450863,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9807,,,
Van Buren St,9808,9808_AB,,,9445,14095, Outlying CBD_Major Arterials ,1,0.30025,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.955813,33.450867,0.0 -111.956626,33.450972,0.0 -111.957457,33.450996,0.0 -111.961000,33.451016,0.0</coordinates></LineString>","<LineString><coordinates>-111.955813,33.450863,0.0 -111.956626,33.450968,0.0 -111.957457,33.450992,0.0 -111.961000,33.451012,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9808,,,
Van Buren St,9808,9808_BA,,,14095,9445, Outlying CBD_Major Arterials ,1,0.30025,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.961000,33.451008,0.0 -111.957457,33.450988,0.0 -111.956626,33.450964,0.0 -111.955813,33.450859,0.0</coordinates></LineString>","<LineString><coordinates>-111.961000,33.451012,0.0 -111.957457,33.450992,0.0 -111.956626,33.450968,0.0 -111.955813,33.450863,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9808,,,
I-10,9836,9836_AB,,,9461,10493, Outlying CBD_Unmetered Ramps,1,0.52693,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.979138,33.410565,0.0 -111.978886,33.410579,0.0 -111.978544,33.410572,0.0 -111.977933,33.410498,0.0 -111.977330,33.410409,0.0 -111.976826,33.410293,0.0 -111.976370,33.410191,0.0 -111.975694,33.410007,0.0 -111.973434,33.409087,0.0 -111.972620,33.408590,0.0 -111.972068,33.408237,0.0 -111.971445,33.407825,0.0 -111.970962,33.407555,0.0</coordinates></LineString>","<LineString><coordinates>-111.979138,33.410565,0.0 -111.978886,33.410579,0.0 -111.978544,33.410572,0.0 -111.977933,33.410498,0.0 -111.977330,33.410409,0.0 -111.976826,33.410293,0.0 -111.976370,33.410191,0.0 -111.975694,33.410007,0.0 -111.973434,33.409087,0.0 -111.972620,33.408590,0.0 -111.972068,33.408237,0.0 -111.971445,33.407825,0.0 -111.970962,33.407555,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Loop 202,9868,9868_AB,,,9497,9584, Outlying CBD_Unmetered Ramps,1,0.08253,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969180,33.447170,0.0 -111.969056,33.445977,0.0</coordinates></LineString>","<LineString><coordinates>-111.969180,33.447170,0.0 -111.969056,33.445977,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,37505,37505_AB,,,45719,45687, Outlying CBD_Collectors,1,0.05749,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949506,33.436441,0.0 -111.949434,33.437273,0.0</coordinates></LineString>","<LineString><coordinates>-111.949506,33.436441,0.0 -111.949434,33.437273,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Mill Ave,9888,9888_AB,,,9511,9699, Outlying CBD_Major Arterials ,1,0.62599,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.951937,33.448602,0.0 -111.948035,33.443481,0.0 -111.947091,33.442416,0.0 -111.945758,33.441162,0.0</coordinates></LineString>","<LineString><coordinates>-111.951934,33.448605,0.0 -111.948032,33.443484,0.0 -111.947088,33.442419,0.0 -111.945755,33.441165,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9888,,,
Mill Ave,9888,9888_BA,,,9699,9511, Outlying CBD_Major Arterials ,1,0.62599,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.945752,33.441168,0.0 -111.947085,33.442422,0.0 -111.948029,33.443487,0.0 -111.951931,33.448608,0.0</coordinates></LineString>","<LineString><coordinates>-111.945755,33.441165,0.0 -111.947088,33.442419,0.0 -111.948032,33.443484,0.0 -111.951934,33.448605,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9888,,,
Loop 202,37506,37506_AB,,,48478,12746, Outlying CBD_Unmetered Ramps,1,0.26446,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.925172,33.435664,0.0 -111.924101,33.435648,0.0 -111.922213,33.435794,0.0 -111.920604,33.435833,0.0</coordinates></LineString>","<LineString><coordinates>-111.925172,33.435664,0.0 -111.924101,33.435648,0.0 -111.922213,33.435794,0.0 -111.920604,33.435833,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Priest Dr,9942,9942_AB,,,9544,44166, Outlying CBD_Major Arterials ,1,0.29975,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.956140,33.448745,0.0 -111.956013,33.448368,0.0 -111.955709,33.447819,0.0 -111.955367,33.447180,0.0 -111.955073,33.446663,0.0 -111.954907,33.446213,0.0 -111.954799,33.445803,0.0 -111.954808,33.445114,0.0 -111.954852,33.444616,0.0</coordinates></LineString>","<LineString><coordinates>-111.956136,33.448746,0.0 -111.956009,33.448369,0.0 -111.955705,33.447820,0.0 -111.955363,33.447181,0.0 -111.955069,33.446664,0.0 -111.954903,33.446214,0.0 -111.954795,33.445804,0.0 -111.954804,33.445115,0.0 -111.954848,33.444617,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9942,,,
Priest Dr,9942,9942_BA,,,44166,9544, Outlying CBD_Major Arterials ,1,0.29975,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.954844,33.444618,0.0 -111.954800,33.445116,0.0 -111.954791,33.445805,0.0 -111.954899,33.446215,0.0 -111.955065,33.446665,0.0 -111.955359,33.447182,0.0 -111.955701,33.447821,0.0 -111.956005,33.448370,0.0 -111.956132,33.448747,0.0</coordinates></LineString>","<LineString><coordinates>-111.954848,33.444617,0.0 -111.954804,33.445115,0.0 -111.954795,33.445804,0.0 -111.954903,33.446214,0.0 -111.955069,33.446664,0.0 -111.955363,33.447181,0.0 -111.955705,33.447820,0.0 -111.956009,33.448369,0.0 -111.956136,33.448746,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9942,,,
Scottsdale Rd,9959,9959_AB,,,9554,9666, Outlying CBD_Major Arterials ,1,0.32897,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926429,33.448771,0.0 -111.926365,33.443998,0.0</coordinates></LineString>","<LineString><coordinates>-111.926425,33.448771,0.0 -111.926361,33.443998,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9959,,,
Scottsdale Rd,9959,9959_BA,,,9666,9554, Outlying CBD_Major Arterials ,1,0.32897,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926357,33.443998,0.0 -111.926421,33.448771,0.0</coordinates></LineString>","<LineString><coordinates>-111.926361,33.443998,0.0 -111.926425,33.448771,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9959,,,
,9960,9960_AB,,,9554,31123, Outlying CBD_Bus Only,1,0.24329,1,30.0000,30.0000,1000.0000,212,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926425,33.448767,0.0 -111.922214,33.448748,0.0</coordinates></LineString>","<LineString><coordinates>-111.926425,33.448771,0.0 -111.922214,33.448752,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9960,,,
,9960,9960_BA,,,31123,9554, Outlying CBD_Bus Only,1,0.24329,1,30.0000,30.0000,1000.0000,212,190.0,12.0,"",0.0,"<LineString><coordinates>-111.922214,33.448756,0.0 -111.926425,33.448775,0.0</coordinates></LineString>","<LineString><coordinates>-111.922214,33.448752,0.0 -111.926425,33.448771,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9960,,,
68th St,9961,9961_AB,,,9555,31133, Outlying CBD_Major Arterials ,1,0.40957,1,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.935145,33.447207,0.0 -111.935094,33.446827,0.0 -111.934968,33.446501,0.0 -111.934755,33.446226,0.0 -111.934402,33.445931,0.0 -111.934088,33.445784,0.0 -111.933711,33.445499,0.0 -111.933296,33.445215,0.0 -111.933031,33.444898,0.0 -111.932754,33.444234,0.0 -111.932654,33.443855,0.0 -111.932503,33.443507,0.0 -111.932276,33.443170,0.0 -111.931773,33.442685,0.0 -111.931421,33.442390,0.0</coordinates></LineString>","<LineString><coordinates>-111.935142,33.447210,0.0 -111.935091,33.446830,0.0 -111.934965,33.446504,0.0 -111.934752,33.446229,0.0 -111.934399,33.445934,0.0 -111.934085,33.445787,0.0 -111.933708,33.445502,0.0 -111.933293,33.445218,0.0 -111.933028,33.444901,0.0 -111.932751,33.444237,0.0 -111.932651,33.443858,0.0 -111.932500,33.443510,0.0 -111.932273,33.443173,0.0 -111.931770,33.442688,0.0 -111.931418,33.442393,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9961,,,
68th St,9961,9961_BA,,,31133,9555, Outlying CBD_Major Arterials ,1,0.40957,1,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.931415,33.442396,0.0 -111.931767,33.442691,0.0 -111.932270,33.443176,0.0 -111.932497,33.443513,0.0 -111.932648,33.443861,0.0 -111.932748,33.444240,0.0 -111.933025,33.444904,0.0 -111.933290,33.445221,0.0 -111.933705,33.445505,0.0 -111.934082,33.445790,0.0 -111.934396,33.445937,0.0 -111.934749,33.446232,0.0 -111.934962,33.446507,0.0 -111.935088,33.446833,0.0 -111.935139,33.447213,0.0</coordinates></LineString>","<LineString><coordinates>-111.931418,33.442393,0.0 -111.931770,33.442688,0.0 -111.932273,33.443173,0.0 -111.932500,33.443510,0.0 -111.932651,33.443858,0.0 -111.932751,33.444237,0.0 -111.933028,33.444901,0.0 -111.933293,33.445218,0.0 -111.933708,33.445502,0.0 -111.934085,33.445787,0.0 -111.934399,33.445934,0.0 -111.934752,33.446229,0.0 -111.934965,33.446504,0.0 -111.935091,33.446830,0.0 -111.935142,33.447210,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,9961,,,
Loop 202,10002,10002_AB,,,9584,15080, Outlying CBD_Freeways,1,0.14391,4,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.969056,33.445977,0.0 -111.969062,33.444411,0.0 -111.969048,33.443889,0.0</coordinates></LineString>","<LineString><coordinates>-111.969056,33.445977,0.0 -111.969062,33.444411,0.0 -111.969048,33.443889,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
Washington St,10007,10007_AB,,,9589,49529, Outlying CBD_Major Arterials ,1,0.17701,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.961175,33.445311,0.0 -111.960379,33.445191,0.0 -111.959821,33.445093,0.0 -111.959283,33.444929,0.0 -111.958755,33.444700,0.0 -111.958335,33.444446,0.0</coordinates></LineString>","<LineString><coordinates>-111.961174,33.445315,0.0 -111.960378,33.445195,0.0 -111.959820,33.445097,0.0 -111.959282,33.444933,0.0 -111.958754,33.444704,0.0 -111.958334,33.444450,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,10007,,,
Washington St,10007,10007_BA,,,49529,9589, Outlying CBD_Major Arterials ,1,0.17701,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.958333,33.444454,0.0 -111.958753,33.444708,0.0 -111.959281,33.444937,0.0 -111.959819,33.445101,0.0 -111.960377,33.445199,0.0 -111.961173,33.445319,0.0</coordinates></LineString>","<LineString><coordinates>-111.958334,33.444450,0.0 -111.958754,33.444704,0.0 -111.959282,33.444933,0.0 -111.959820,33.445097,0.0 -111.960378,33.445195,0.0 -111.961174,33.445315,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,10007,,,
Washington St,10008,10008_AB,,,9589,43086, Outlying CBD_Major Arterials ,1,0.15633,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.961173,33.445319,0.0 -111.963853,33.445632,0.0</coordinates></LineString>","<LineString><coordinates>-111.961174,33.445315,0.0 -111.963854,33.445628,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,10008,,,
Washington St,10008,10008_BA,,,43086,9589, Outlying CBD_Major Arterials ,1,0.15633,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.963855,33.445624,0.0 -111.961175,33.445311,0.0</coordinates></LineString>","<LineString><coordinates>-111.963854,33.445628,0.0 -111.961174,33.445315,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,10008,,,
Loop 202,10009,10009_AB,,,9590,9327, Outlying CBD_Freeways,1,0.64848,3,70.0000,70.0000,1925.0000,201,220.0,12.0,"",0.0,"<LineString><coordinates>-111.968720,33.445300,0.0 -111.968729,33.450028,0.0 -111.968736,33.450430,0.0 -111.968750,33.450762,0.0 -111.968839,33.451302,0.0 -111.968936,33.451749,0.0 -111.969128,33.452214,0.0 -111.969217,33.452450,0.0 -111.969512,33.452977,0.0 -111.969895,33.453539,0.0 -111.970183,33.453866,0.0 -111.970608,33.454314,0.0</coordinates></LineString>","<LineString><coordinates>-111.968720,33.445300,0.0 -111.968729,33.450028,0.0 -111.968736,33.450430,0.0 -111.968750,33.450762,0.0 -111.968839,33.451302,0.0 -111.968936,33.451749,0.0 -111.969128,33.452214,0.0 -111.969217,33.452450,0.0 -111.969512,33.452977,0.0 -111.969895,33.453539,0.0 -111.970183,33.453866,0.0 -111.970608,33.454314,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
